NAME,lat,lon,STATUS_YR,DESIG_ENG,AREA_KM2,annual_temp_c,annual_precip_mm,elevation_m
Becharof,58.01188060759676,-156.12897937568485,1980,National Wildlife Refuge,4718.19249298703,0.0069416232447237,33054.92999999988,306.0
Mattamuskeet,35.50233718147852,-76.18522935658994,0,National Wildlife Refuge,200.846689586111,16.96158261944719,39672.880000000034,-2.0
Brazoria National Wildlife Refuge,29.11006895768744,-95.23258366771933,1966,Marine Protected Area,185.880660270421,21.20417733816137,33475.02000000007,0.0
Great Basin,38.94616957179441,-114.2578271804912,1986,National Park,311.938452901215,1.1335423474344253,12934.279999999875,3104.0
Sabine National Wildlife Refuge,29.902405875537585,-93.57934537858144,1937,Marine Protected Area,505.242373944437,20.540113044246173,39159.42000000011,-1.0
Zaleski,39.31374852125048,-82.33947358057242,0,State Forest,115.872597294638,11.682442815508246,35206.03000000037,259.0
Blackwater National Wildlife Refuge,38.43138968907237,-76.11288316302182,1933,Marine Protected Area,115.780939011881,14.071774264770887,32849.82999999983,0.0
Crab Orchard,37.68005644422552,-89.0727740240673,0,National Wildlife Refuge,186.882911195735,14.003665106420527,33257.32999999978,138.0
Tensas River,32.26207891209224,-91.37223623414636,1980,National Wildlife Refuge,315.964108702792,18.81570255232708,36778.560000000296,27.0
Red Rock Lakes,44.64451496903649,-111.8479338287632,0,National Wildlife Refuge,298.690268431034,2.9819305837675607,17404.129999999917,2014.0
Desert National Wildlife Range,36.83431163770097,-115.38279550107974,1936,National Wildlife Refuge,6121.60354674044,15.40886690806322,5906.16000000001,1347.0
Ruby Lake,40.17295834786418,-115.46948127790486,1938,National Wildlife Refuge,161.6701400983,7.999258147134143,13593.180000000002,1818.0
Stillwater,39.62140631517677,-118.46461795965564,1913,National Wildlife Refuge,333.714198240176,13.034063410756886,5294.6299999999765,1181.0
Bitter Lake,33.52481028594392,-104.40250636982424,1937,National Wildlife Refuge,100.608015121017,16.651205510907,10444.730000000043,1074.0
Wheeler,34.582929632385,-86.81146428964634,1938,National Wildlife Refuge,103.253118896833,16.02544378698226,40706.50999999959,181.0
Baxter,46.00351841075998,-68.94079238279856,0,State Park,711.581724269957,3.5389561070387803,35475.38000000029,500.0
Queer Mountain,37.17719926785692,-117.31908722253756,1992,Wilderness Study Area,344.477405067642,11.60373575907446,6165.099999999966,1802.0
Silver Peak Range,37.72986653995258,-117.92886297415596,1992,Wilderness Study Area,140.195824485064,9.063878830698595,9506.010000000004,2109.0
Fandango,38.65793843107248,-116.37001199221947,1988,Wilderness Study Area,178.193293638096,6.3971915570078695,10662.649999999963,2425.0
Antelope Range,38.88294938788465,-116.28390032807644,1992,Wilderness Study Area,339.02488599522,6.170105095822653,10350.110000000035,2388.0
Park Range,38.874522596805015,-116.16445563120172,1992,Wilderness Study Area,197.554236692406,5.813159056787084,10350.110000000035,2443.0
Million Hills,36.31221648907277,-114.0834920290433,1992,Wilderness Study Area,91.3939038254496,15.421354764638265,10098.220000000014,1171.0
Mount Stirling,36.40552474334538,-115.88636615809214,1988,Wilderness Study Area,263.545133498398,10.412832288262804,10599.260000000037,2335.0
Cactus Plain,34.04421089041301,-114.07026019938674,1990,Wilderness Study Area,236.842537925521,22.43834672789898,4388.260000000001,309.0
Gila Box Riparian,32.95007994502176,-109.45624637093889,1990,National Conservation Area,95.1483854080366,15.839600812505504,9678.110000000008,1338.0
Death Valley,36.48062946832013,-117.13169278125184,1994,National Park,13682.2795541807,12.868356442638964,5623.460000000006,1713.0
Disaster Peak,42.006477331002976,-118.21843516720446,0,Wilderness Study Area,122.083082376528,3.815366952221159,13135.259999999907,2366.0
Lookout Butte,42.13547636757299,-117.11364454569504,1992,Wilderness Study Area,268.092570749307,7.676525655744938,11029.259999999944,1707.0
Sabinoso,35.629422828871895,-104.5048937492339,2009,Wilderness Area,88.8423593540819,11.40676499160999,15948.129999999872,1788.0
Eagle Peak,34.36444635547949,-108.73943807098723,1991,Wilderness Study Area,177.665227460368,10.517601342400432,10094.230000000036,2096.0
Continental Divide,33.69282897208439,-108.07682276431828,1991,Wilderness Study Area,300.496399497221,7.414766404663084,11128.660000000038,2548.0
Big Hatchet Mountains,31.59521975148478,-108.35402369401808,1991,Wilderness Study Area,272.355081846249,15.441587918396255,7444.600000000037,1660.0
Aden Lava Flow,32.04563573844694,-106.99197733636557,2019,Wilderness Area,121.999176569865,17.2444670140423,7548.51000000002,1294.0
Florida Mountains,32.084993627915665,-107.62613182498096,1991,Wilderness Study Area,90.7830063538575,14.125523271217904,6928.0300000000025,1797.0
Brokeoff Mountains,32.10254551322801,-104.98315618937508,1991,Wilderness Study Area,126.571068262397,15.58321116311938,10263.360000000026,1530.0
Parunuweap Canyon,37.17349663045954,-112.7866667530808,1980,Wilderness Study Area,125.100556571128,11.412540846065497,12647.030000000046,1556.0
Horseshoe Canyon (South),38.34079530790423,-110.22894662909832,1980,Wilderness Study Area,161.349335127603,11.946984014837058,5429.490000000037,1649.0
Steep Creek,37.91094059684079,-111.30736316919656,1980,Wilderness Study Area,97.1110813843261,9.3696016956637,8126.49999999994,1921.0
Scorpion,37.509886363892704,-111.1839899985606,1980,Wilderness Study Area,151.146115778022,12.46641349465686,6882.949999999977,1495.0
Burning Hills,37.28586025395423,-111.43614436111253,1983,Wilderness Study Area,266.123522955336,12.560637640201318,6378.810000000013,1559.0
Wahweap,37.27768105031127,-111.7297951856567,1983,Wilderness Study Area,584.239595517765,12.01510200476906,6287.970000000028,1587.0
Flume Canyon,39.24997429154079,-109.40769618958272,1980,Wilderness Study Area,204.938106319421,8.309670582001257,13463.910000000096,2059.0
Spruce Canyon,39.21479025572186,-109.53106235099816,1980,Wilderness Study Area,82.397225412335,8.618325532102824,13664.13999999996,2004.0
Coal Canyon,39.11816458733266,-109.58308118114174,1980,Wilderness Study Area,245.972536515758,7.80518413847923,16685.60000000002,2157.0
Floy Canyon,39.07709202288855,-109.84213750575913,1983,Wilderness Study Area,292.677267853104,7.694294798198388,17122.59,2208.0
Desolation Canyon,39.39117368351659,-110.01695698136407,1980,Wilderness Study Area,657.912974864528,12.970829285525095,7328.140000000023,1331.0
Demaree Canyon,39.42718694558557,-108.8902639246401,1993,Wilderness Study Area,91.7348832774162,8.156548617857444,8719.110000000024,1855.0
The Palisade,38.753522399389,-108.9505116546442,1993,Wilderness Study Area,107.998640506539,9.427033471694743,12266.289999999985,1907.0
Dominguez Canyon,38.75415345452675,-108.3950528369996,2009,Wilderness Area,267.609451731326,8.658977302834975,18877.600000000068,1891.0
Dolores River Canyon,38.23242767174403,-108.92165233467638,1993,Wilderness Study Area,118.194959319182,8.595663693367456,11989.309999999952,1892.0
Mckenna Peak,37.89129142591958,-108.51070467190772,1993,Wilderness Study Area,83.6918499209414,5.961088050869924,14566.590000000006,2241.0
Beaver Creek,38.607321787596014,-105.01845654998694,1993,Wilderness Study Area,89.2080867344631,7.012779298772377,14885.460000000012,2060.0
Johns Mountain,34.580841654422805,-85.06580856896888,0,Wildlife Management Area,110.705065076751,14.31521681533163,43346.000000000895,437.0
Deep Creek Mountains,39.908740233655365,-113.88291441665557,1980,Wilderness Study Area,319.609404897378,3.674220612911775,9999.499999999987,2713.0
Mt. Moriah,39.26339743004159,-114.18128098339048,1989,Wilderness,323.513654901087,1.085109953192616,12934.279999999875,3020.0
Mount Naomi,41.887834052185525,-111.71163347742568,1984,Wilderness,180.378767080166,4.746939856928368,23411.310000000118,2053.0
Mount Nebo,39.830209383297024,-111.76824077703232,1984,Wilderness,109.606539679794,0.103055727280756,17574.859999999975,2869.0
Mount Nutt,35.10447138016391,-114.3532380196071,1990,Wilderness Area,113.381622733941,16.70522829638795,10200.87,1235.0
Mt. Shasta,41.420794147499,-122.20662375612308,1984,Wilderness,151.957991823429,-4.356689923165221,34550.05999999993,3457.0
Alligator River National Wildlife Refuge,35.76791005976702,-75.87162698720724,1984,Marine Protected Area,605.668668646162,16.369416232447193,37583.55,11.0
J. Clark Salyer,48.64343616116381,-100.67184846797986,0,National Wildlife Refuge,222.695672194549,4.1785127616356,15046.129999999775,441.0
Bear River Migratory,41.47009219109808,-112.26485223954428,0,Bird Refuge,309.505449727231,10.398790073302106,12849.859999999911,1282.0
Mount Tipton,35.534645867317295,-114.19937549969296,1990,Wilderness Area,133.285782281864,12.57164179104474,9351.229999999983,1816.0
Mount Wilson,35.96106549698258,-114.57868087641936,1990,Wilderness Area,97.6504148253395,16.78224852071007,6484.480000000016,1155.0
Mount Zirkel,40.76865197790634,-106.70194043056,1964,Wilderness,649.539806188873,-1.8375165592157527,21089.48999999989,3165.0
Mountain Lakes,42.34410626158614,-122.11024069750614,1964,Wilderness,93.22452334033,3.610421266448836,36670.56999999996,2020.0
Mount Baker,48.847687087917855,-121.73418653498908,1984,Wilderness,486.720147247038,3.3929259030292216,73139.42999999948,1236.0
Mount Graham,32.69094194986903,-109.87644741309744,1984,Wilderness Study Area,248.28412154501,5.719826900997973,15992.069999999974,3032.0
Mount Jefferson,44.59075791773908,-121.83474482164044,1968,Wilderness,441.505438255396,4.748776825929514,38085.679999999935,1507.0
Mount Rainier,46.860893003329785,-121.70557664648298,1899,National Park,956.650057774967,-2.27694957166829,64709.560000000354,2448.0
Mount Thielsen,43.2108331713375,-122.0176393300832,1984,Wilderness,223.090400550856,2.2165327210103367,31950.0700000002,2133.0
Mt. Wrightson,31.70047979379829,-110.8548873248868,1984,Wilderness,101.743175775514,10.581577320498084,12273.389999999936,2328.0
Rawhide Mountains,34.20579043876442,-113.62322178745252,1990,Wilderness Area,158.209322295566,21.94566810915828,5454.789999999986,461.0
Sarvis Creek,40.2518820476152,-106.6997353039236,1993,Wilderness,179.456451950354,0.6401572021549068,21041.87999999996,2740.0
Aldrich Pond,44.120527327846666,-75.13932338060853,0,Wild Forest,106.069720918439,5.599593747240126,39095.99999999988,452.0
Headwaters,45.81237314418234,-88.94748827889202,1984,Wilderness,89.4366975573785,4.409493950366495,23762.5800000002,524.0
Silvio O. Conte National Fish And,44.82000453785098,-71.75153326022007,1997,Wildlife Refuge,109.627763077603,4.592643292413665,35247.649999999965,388.0
Edwin B. Forsythe National Wildlife Refuge,39.61418463072059,-74.31023663420605,1939,Marine Protected Area,175.597810723702,13.162562925019865,33197.720000000176,0.0
Wild Rogue,42.69537119083944,-123.9405917109461,1978,Wilderness,144.631041258292,13.487653448732695,43075.56999999957,80.0
Basque Hills,42.29800386088907,-119.096764788666,1992,Wilderness Study Area,567.62773157673,8.114766404663055,10622.589999999998,1566.0
Bowden Hills,42.50302110267143,-117.77962067178056,1992,Wilderness Study Area,239.057659216756,8.790938797138558,11106.119999999924,1516.0
Cedar Mountain,43.28350990886201,-117.71550574201969,1992,Wilderness Study Area,135.397391858357,7.126821513733107,11657.720000000125,1631.0
Centennial Mountains,44.5622086025543,-111.79188502153268,0,Wilderness Study Area,193.425871339584,1.9671641791044825,23076.66000000033,2181.0
Clarks Butte,43.01820943871311,-117.4276044225425,1992,Wilderness Study Area,126.729409440486,9.01627660513997,9778.699999999875,1372.0
Devil's Playground-Twin Buttes,41.173783620512665,-109.71326863428628,1991,Wilderness Study Area,98.0079348194067,2.440422149607007,13809.67000000002,2324.0
Dry Creek Buttes,43.42791517366799,-117.39564358069585,1992,Wilderness Study Area,207.70520605669,11.140369160116569,10161.500000000218,1046.0
Dry Creek,43.55542177986166,-117.49672855607191,1992,Wilderness Study Area,94.5777138999548,9.9721805175307,9846.39999999986,1222.0
East Alvord,42.62130791163599,-118.34321949105218,1992,Wilderness Study Area,89.593662303667,8.770696811798958,10824.479999999883,1536.0
Mahogany Ridge,42.11388482081095,-118.31559816187716,1992,Wilderness Study Area,110.769042404318,7.873284465247748,13139.670000000036,1698.0
Palomino Hills,42.87356184852729,-118.03310081114526,1992,Wilderness Study Area,219.702200441806,9.159198092378327,9955.499999999862,1387.0
Seven Blackfoot,47.54047994333821,-107.41374716936704,1992,Wilderness Study Area,81.5633955883618,7.842842003002738,12383.389999999885,803.0
Sheep Mountain,44.30654511744272,-108.41920375993526,1991,Wilderness Study Area,91.8361893589069,6.817804468780366,8831.829999999854,1429.0
South Fork Donner Und Blitzen,42.60658460570467,-118.8184824396524,0,Wilderness Study Area,113.287101296116,6.97594277135035,15341.390000000123,1718.0
Spaulding,42.15691695729456,-119.38480619346838,1992,Wilderness Study Area,276.807893690035,7.131360946745586,11075.150000000174,1707.0
Glacier County,48.90696388763738,-113.18422468786694,0,Waterfowl Production Area,117.677484663759,3.5462068356442487,16162.47000000006,1453.0
"Skagit, Washington",48.37945861318568,-121.5728911449032,1978,Wild and Scenic River,195.340195924215,8.783008036739377,83620.71999999897,189.0
Anaconda Pintler,45.94965574966534,-113.4704080849681,1962,Wilderness,642.453034711791,-2.7488474785834005,21263.83000000012,2808.0
Bull Of The Woods,44.88461269145478,-122.08592570026548,1984,Wilderness,149.243525317556,4.326362271482831,38850.18000000008,1407.0
Gearhart Mountain,42.51076371496077,-120.85100362516114,1964,Wilderness,91.5152336142299,2.4474609202508173,21239.159999999927,2324.0
Gospel-Hump,45.57611963105833,-115.77115735070608,1978,Wilderness,832.263171480824,4.445473814360163,35640.97000000009,1608.0
Indian Heaven,46.003807469293925,-121.79144938878504,1984,Wilderness,84.1079946886657,3.2678000529894966,53402.62999999975,1463.0
Lake Chelan-Sawtooth,48.31983557590779,-120.4822144914334,1984,Wilderness,619.786714940725,2.075995760840768,53142.99000000042,1613.0
Rogue-Umpqua Divide,43.06025155373325,-122.46295964467858,1984,Wilderness,144.674651002548,3.766810915835035,41910.78000000004,1799.0
Salmo-Priest,48.91230375666943,-117.123477339043,1984,Wilderness,167.164946489489,2.1323677470635043,36459.8600000001,1659.0
Salmon-Huckleberry,45.267297151110654,-121.94235916112974,1984,Wilderness,251.766016792681,8.669610527245437,62434.470000000016,565.0
Selway-Bitterroot,46.12984473754093,-114.72574267485294,1963,Wilderness,5457.84694101838,3.602578821867017,32236.950000000663,1670.0
Cache Creek,38.95711024754724,-122.47473920315214,2006,Wilderness Area,124.55620257026,15.49319085048132,20604.73999999999,526.0
Clipper Mountain,34.73798546947588,-115.39921582881492,1994,Wilderness Area,144.418715567294,16.97354058111807,4747.069999999997,1188.0
Domeland,35.89135048705791,-118.22274552557424,1964,Wilderness,382.107034793088,8.463719862227284,20280.39000000001,2214.0
Ibex,35.88281935164142,-116.36144291151868,1994,Wilderness Area,124.088506967876,19.564028967588204,3278.4399999999946,658.0
Jacumba,32.66641589123574,-116.00428272188336,1994,Wilderness Area,134.434937265319,20.694542082487043,3316.0999999999976,382.0
Kiavah,35.63407119305614,-118.11132774880971,1994,Wilderness,183.099588032174,9.582893226176814,14396.41999999998,2000.0
King Range,40.13417291037761,-124.13143628395858,2006,National Conservation Area,251.381830233652,11.019853395743183,41712.53000000005,314.0
Mesquite,35.64602403014742,-115.63155814715292,1994,Wilderness Area,195.531960707344,15.762925019871096,5769.829999999993,1344.0
Palen/Mccoy,33.865659841653915,-115.04354191432397,1994,Wilderness Area,997.522598318403,19.436509758897785,2966.3299999999977,823.0
Pinto Mountains,34.00783967958147,-115.84382389296314,2009,Wilderness Area,101.243720779125,19.82819040890218,4035.8500000000126,826.0
Buenos Aires,31.640283543282617,-111.45937661076664,0,National Wildlife Refuge,476.082932413729,19.18679678530428,10006.490000000003,1031.0
Cabeza Prieta,32.26602135305077,-113.39240089169188,1939,National Wildlife Refuge,3462.45916245254,22.952353616532665,3904.399999999982,269.0
Cache River,34.99871437206622,-91.29924223240516,0,National Wildlife Refuge,297.607484297292,16.67876887750588,35675.900000000205,56.0
Medicine Lake,48.46930339373127,-104.37776503683662,1935,National Wildlife Refuge,130.073432092757,5.633807294886492,12354.049999999706,585.0
Upper Souris,48.58143793119692,-101.63293310999644,0,National Wildlife Refuge,128.370516710063,4.43244723129914,15539.929999999922,537.0
Hart Mountain National Antelope,42.49871970746249,-119.60887329396137,1936,Refuge,1117.84964598483,5.843053960964407,10943.050000000028,1883.0
Malheur,43.20489153946114,-118.94483153598632,1908,National Wildlife Refuge,761.09458317996,8.98148017309903,10422.289999999972,1265.0
Carolina Sandhills,34.58054440551743,-80.23372312126067,1939,National Wildlife Refuge,185.819604233387,16.55593040713587,34988.920000000384,121.0
Chickasaw,35.838902998319035,-89.64643712139878,1985,National Wildlife Refuge,86.4380196399463,16.078919014395485,35730.52000000043,76.0
Little Pend Oreille,48.489831947717086,-117.62767998025738,0,National Wildlife Refuge,264.193357784619,5.09669698843063,24467.989999999896,1170.0
Independence River,43.799592272416255,-75.14792757201809,0,Wild Forest,320.529749264291,5.364152609732424,42345.089999999705,504.0
Stepladder Mountains,34.55826347787581,-114.8393525327502,1994,Wilderness Area,339.072076049895,21.786681974741636,4355.7599999999975,520.0
Trilobite,34.64436596598207,-115.55896827678868,1994,Wilderness Area,161.517053099538,20.268727369071776,3452.2800000000047,655.0
Bering Land Bridge National Park National Park,65.95462829338692,-164.40386574485393,1980,Marine Protected Area,11270.9446508546,-6.038805970149273,9849.60999999995,109.0
Wrangell-St. Elias,61.04837165255967,-142.35007080464177,1980,National Park,32172.0483336173,-2.577497129735942,26797.43999999996,871.0
Chugach,61.194184122473466,-149.22909957739014,1970,State Park,1994.48695884156,1.9658217786805543,28433.29000000005,185.0
Antelope,33.761767734347515,-106.79925584147816,1991,Wilderness Study Area,83.1818124315107,14.947169478053503,6419.47000000001,1456.0
Jornada Del Muerto,33.5304479250354,-106.80560914001414,1991,Wilderness Study Area,124.925315957869,15.745420824869754,8609.280000000008,1476.0
Stallion,34.12006282112622,-106.60033997989692,1991,Wilderness Study Area,96.3165711006666,12.059251081868783,12519.420000000058,1955.0
Sierra Ladrones,34.40244120360965,-107.12467958103048,1991,Wilderness Study Area,193.538201365868,12.336085842974516,8358.080000000005,1890.0
Lake Of The Ozarks,38.10015818052606,-92.59399158555722,0,State Park,85.3650455444325,13.777444140245487,32004.52999999995,198.0
Ignacio Chavez,35.5697997041639,-107.34079739869716,1991,Wilderness Study Area,131.205438779812,9.051673584738989,13047.63,2235.0
Yolla Bolly-Middle Eel,40.052842817222526,-123.02678292479288,1964,Wilderness,746.317449909414,7.813256204186191,32704.669999999947,1857.0
Denali,62.73934609018563,-150.1069076047428,1970,State Park,1249.70599591958,-1.215199152168151,32999.860000000175,233.0
Agassiz,48.34561335623126,-95.9455069229028,0,National Wildlife Refuge,252.006575718408,4.052777532456059,20396.57000000008,346.0
Yuki,39.62590694951013,-123.04076052938568,2006,Wilderness,225.566022227751,11.063825841208152,32378.99000000018,1183.0
Wood-tikchik,59.95035771490172,-158.74113105325165,1978,State Park,6123.36400837136,-1.0115163825841225,34204.3,94.0
Havasu,34.6835081001418,-114.45558293432512,1990,National Wildlife Refuge,149.904631862658,22.93988342312109,4627.459999999995,175.0
Howell Peak,39.298965155835546,-113.37333461503408,1979,Wilderness Study Area,111.445480307253,6.79268745032236,7010.8400000000565,2370.0
Swasey Mountain,39.4240666612954,-113.3095732882216,1980,Wilderness Study Area,238.746842261184,8.203391327386784,9228.6899999999,2153.0
Muddy Creek,38.61885755066442,-110.9501843675459,2019,Wilderness Area,446.254044232276,9.502781948246934,4706.689999999982,1735.0
Mexican Mountain,39.026498815624045,-110.53198385876372,2019,Wilderness Area,338.89164295391,10.945191203744573,6318.590000000008,1591.0
Westwater Canyon,38.993151247331895,-109.13317622578606,1980,Wilderness Study Area,121.692540117052,9.833683652742192,8367.800000000012,1629.0
Pocosin Lakes,35.71857710442756,-76.34729626596868,0,National Wildlife Refuge,465.105821205195,16.29614943036298,39570.19000000011,4.0
Roanoke River,35.920740792668575,-77.00982669293697,1989,National Wildlife Refuge,86.2180537704473,16.036871853749055,37896.55000000018,8.0
Cameron Prairie,29.891447212203985,-93.16014660504344,1988,National Wildlife Refuge,98.7068242790534,20.604875033118415,38971.37000000045,-1.0
Pymatuning,41.60975764257153,-80.47203387204726,0,State Park,82.2937316617567,8.99536341958842,36205.85000000004,329.0
Ash Meadows,36.417369015846766,-116.3116226188431,1984,National Wildlife Refuge,98.5248706944734,18.88208072065698,3628.89000000001,684.0
Chena River State,64.90791063225547,-146.3476585930001,1967,Recreation Area,979.355140498318,-2.3636933674821248,13572.77000000007,230.0
Florida Panther,26.19139009793905,-81.40526046898844,1989,National Wildlife Refuge,106.791837864841,23.206199770378813,34140.03999999995,9.0
Lower John Day,45.338788017138015,-120.53736492789334,1992,Wilderness Study Area,102.802606434155,11.81520798374987,11856.300000000068,358.0
Oregon Badlands,44.00489588370191,-121.01605282244309,2009,Wilderness Area,118.540438701263,8.59160999735051,17330.890000000054,1076.0
Upper West Little Owyhee,42.123574567758624,-117.4450778297545,1992,Wilderness Study Area,249.027745788232,6.17300185463217,11997.77000000014,1932.0
Sheldon Contiguous,41.9436627686289,-119.6170687695584,1979,Wilderness Study Area,98.1984446676936,6.2985427890134975,10578.000000000153,1812.0
Massacre Rim,41.69911871396763,-119.6141815969482,1979,Wilderness Study Area,410.353972969472,6.763119314669304,11216.889999999976,1748.0
Wall Canyon,41.268528066070175,-119.80652729206965,1979,Wilderness Study Area,192.498930025557,5.720930848715017,10872.77000000022,1960.0
Pine Forest Range,41.66106633913984,-118.72615032305674,0,Wilderness Area,106.067090627094,1.4432570873443369,10398.970000000085,2692.0
Buffalo Hills,40.825898070094425,-119.88681756272796,1979,Wilderness Study Area,192.269458616491,7.083961847566933,16672.480000000036,1860.0
Poodle Mountain,40.76254373620993,-119.677940063982,1992,Wilderness Study Area,573.113805409419,7.266254526185651,14707.339999999933,1872.0
Twin Peaks,40.660788786190025,-119.9226058348828,1979,Wilderness Study Area,372.844470267928,8.715587741764566,11533.099999999778,1616.0
Fox Range,40.483903045299385,-119.53684583898166,1992,Wilderness Study Area,306.751479090587,8.733091936765884,10625.940000000155,1760.0
Dry Valley Rim,40.42029567469807,-119.95698802184457,1979,Wilderness Study Area,382.551355339021,8.331608231034192,12935.240000000083,1723.0
Five Springs,40.58089038750861,-120.0932391304787,1979,Wilderness Study Area,197.699709646086,8.679484235626603,11513.279999999995,1612.0
Augusta Mountains,39.99472606087937,-117.56666387176963,1987,Wilderness Study Area,356.589556950481,7.886346374635679,11541.930000000077,1874.0
Clan Alpine Mountains,39.63483053726497,-117.85670042192436,1992,Wilderness Study Area,792.088859724213,8.203046895699003,11243.37999999997,1997.0
Desatoya Mountains,39.37312149908647,-117.76142161264482,1992,Wilderness Study Area,206.09371795913,3.496105272454307,12648.750000000118,2780.0
Job Peak,39.53311768510242,-118.26407330388668,1992,Wilderness Study Area,363.219895627505,8.67870705643382,8394.319999999978,1930.0
Stillwater Range,39.80873056960333,-118.1558099725412,1992,Wilderness Study Area,381.814097154675,9.790550207542168,10797.890000000036,1700.0
Owyhee Canyon,41.86688818578541,-116.58830677300348,1992,Wilderness Study Area,87.0095751480272,8.067861874061602,9969.689999999957,1552.0
Simpson Park,39.71858548084409,-116.61008407639066,1992,Wilderness Study Area,199.527014396643,4.650560805440254,9833.35999999999,2417.0
Winter Ridge,39.55764524954659,-109.48033583475024,1983,Wilderness Study Area,175.385946171251,7.543027466219202,14332.889999999888,2093.0
South Pequop,40.63477624980096,-114.6087492162034,1992,Wilderness Study Area,162.885611422817,4.623209396802954,8688.680000000058,2384.0
Goshute Peak,40.49415431652746,-114.28983975766324,1992,Wilderness Study Area,283.696890670272,3.474096970767458,9275.4500000001,2641.0
Gabbs Valley Range,38.72149233513286,-118.19377192235764,1992,Wilderness Study Area,326.8489774679,10.796767641084555,6860.679999999934,1678.0
Rawhide Mountain,38.30409904167999,-116.45725502332726,1992,Wilderness Study Area,258.357449308802,6.08646118519826,9347.619999999992,2474.0
Palisade Mesa,38.292955510080674,-116.10209725033585,1992,Wilderness Study Area,399.712407379121,10.540095381082798,6495.059999999988,1790.0
The Wall,38.320317250043125,-115.94895656660026,1992,Wilderness Study Area,164.285023839409,10.649871942064864,6436.430000000013,1826.0
South Reveille,37.92010271616932,-116.1619299278452,1992,Wilderness Study Area,467.39963460351,8.02021549059436,7359.249999999967,2253.0
Kawich,37.96787256288413,-116.46306100512152,1992,Wilderness Study Area,276.754020910372,5.61985339574317,8161.069999999942,2617.0
Grapevine Mountains,37.09305117153233,-117.14142832089333,1992,Wilderness Study Area,281.652387744883,12.263472577938687,5865.270000000031,1798.0
Fish Springs,39.72600149378077,-113.43523919012412,1980,Wilderness Study Area,233.072533099701,6.486611322087787,9483.250000000044,2258.0
Conger Mountain,39.24610354087895,-113.7065306892513,1992,Wilderness Study Area,81.544094741086,6.951117195089668,10473.439999999991,2192.0
Wah Wah Mountains,38.66052296801456,-113.57756485983056,1980,Wilderness Study Area,175.850854055254,8.269398569283824,9425.8499999999,2025.0
King Top,38.9897289077775,-113.5363472213606,1992,Wilderness Study Area,375.593621450997,6.241490770997083,7930.570000000021,2388.0
Notch Peak,39.12654894112239,-113.35795048627728,1992,Wilderness Study Area,231.816697470211,8.335538284906843,7042.09999999995,2096.0
Fish Creek Canyon,37.46329457172842,-109.7800272995747,1980,Wilderness Study Area,186.665215220326,11.029320851364496,8463.980000000036,1797.0
Road Canyon,37.34850370420416,-109.81999277169604,1980,Wilderness Study Area,212.185577444877,11.714192351850189,7420.890000000061,1666.0
